Temperature (°C),Humidity (%),Soil Type,Soil Moisture (%),Rainfall (mm),Wind Speed (m/s),Sprinkler Flow Rate (L/min),Evapotranspiration Rate (mm),Crop Type,Irrigation Duration (min)
31.646250174512417,42.523786127558324,Clay,38.87558690434558,0.5536880471524386,1.4290001178755984,25,4.450425041026361,Tomato,23.87803936447171
29.281682152489818,43.19105759792234,Sandy,9.966876356040334,7.591985322223356,5.1427045470437065,30,4.956709124657723,Soybean,64.4987764408962
38.487360183867494,50.431918439010985,Clay,33.148224041724035,8.524799505091899,4.825669446319324,20,5.813869907650615,Wheat,52.38873515232726
28.799718347521964,67.02717383670004,Sandy,16.144118388135134,5.279642423095677,5.7911305163014815,20,5.038197938012493,Corn,53.21488480557819
29.502301544734195,49.74375564627006,Clay,21.487607954585254,6.521745454924237,2.963873985798455,25,4.54300495163311,Corn,51.05818449999741
29.92193654364,59.66101689998273,Sandy,12.579602318002738,6.1175016619804605,2.215218613907984,15,4.435237377145597,Lettuce,59.577337549598184
20.33697710230782,70.06718593741596,Loamy,31.247695531095644,1.8519102142456856,5.366786087668841,20,4.10705492776455,Corn,22.79310199970355
29.606106441336998,40.95204379372828,Sandy,0.0,5.343134379253696,5.124601964410824,25,4.985531037015864,Tomato,70.0
25.21128201578339,70.27994722006771,Loamy,23.886523546311885,2.654726551620854,3.2380391220943867,25,4.168736025997216,Corn,36.63421157271321
20.715638701569624,48.57589464028857,Clay,29.866202656749685,2.245826547402002,4.602915414884794,25,3.992146953133921,Corn,25.341089139623943
21.373902194910265,66.7484536307986,Clay,12.12896655059567,2.4460250260852368,4.766192734295727,25,4.0906287663501715,Lettuce,44.13698569648507
30.243950455479816,74.56324837819402,Sandy,9.223594987746978,9.337426031237861,1.4778350881300406,15,4.31996206317399,Wheat,69.69520753020856
26.10921832973893,65.40877488756678,Clay,48.39485530399671,2.8199571108889643,0.06765110239180006,15,3.6244520534522526,Soybean,20.0
26.22374715095043,41.328972007404346,Loamy,32.486252930725826,0.8153583156366606,3.3979874995441,30,4.301972215003863,Corn,25.368210851497928
38.97156389820042,65.33501065756353,Clay,15.757295816421976,3.411273310269005,2.5984738808155825,30,5.416851165983158,Soybean,60.036814702316455
37.11135057068212,41.25561024116706,Clay,25.53119256943181,3.9003429739401927,5.9661270059936715,30,5.904360458266947,Corn,49.38084394913069
38.93783862400978,68.23503280432598,Sandy,0.0,0.6532211800298848,5.993576413518514,30,6.092499145104681,Wheat,70.0
27.702121701847076,49.650255330838434,Loamy,1.8158721428471187,1.0955926299635632,1.4947616184353867,20,4.069164493871785,Corn,58.07743481892708
25.497270079314312,74.69918098778014,Sandy,0.0,6.243891322375415,2.8542160200130384,20,4.120570211934039,Tomato,67.98505272406514
24.264199901403863,48.30426516804887,Loamy,25.513445869705464,7.297228723384959,1.746968529951086,20,3.7758136961306032,Wheat,43.345211478468315
29.095416628734668,46.118205346116426,Loamy,7.961535545388027,4.425047442622989,2.4366107277761797,30,4.396863808428702,Tomato,59.98397596859262
23.8688767152322,42.532247065671804,Clay,12.371433258830955,9.519873175737452,2.406901748449282,30,3.8682680212130762,Wheat,60.537189807876146
20.526093926006784,49.521946801300714,Loamy,24.98752795607362,5.0483917831883796,2.5967653264083523,20,3.571962457882349,Corn,35.635349536309924
39.62287553143153,64.47286565540091,Clay,22.092673078049735,1.1267044431430584,3.6907803529452834,20,5.70044362373221,Soybean,49.783611339667914
27.586375391447014,65.20513850850116,Clay,34.36521972064701,3.481749204481365,0.8160964763157956,20,3.9218568344078606,Lettuce,30.18465407976273
24.076482625762576,41.279086665025915,Clay,41.700308732893006,2.280856386672112,0.4164484907937831,15,3.4909379607350144,Soybean,20.0
22.035974808387564,71.16544379219576,Loamy,32.62087142853036,9.350723151648042,5.071371916249944,25,4.217871864088746,Corn,38.116549683153295
22.530727860613123,60.74813942723113,Sandy,11.711435076619782,0.5436823181323214,3.1386635947316894,15,3.8808055050076504,Soybean,41.906657420257986
33.205445385067094,73.96868787932098,Loamy,20.20815817263569,4.93670323595175,0.9416956813421655,30,4.508883674775142,Wheat,52.8706936843349
21.639669251296276,75.58897322177661,Sandy,0.9949976156187281,3.5490685882253503,3.626328035789158,25,3.8892325322874592,Tomato,57.742808812128246
24.717058165240484,48.3625298236601,Sandy,12.031670978637731,0.06015230119687853,3.319668995276309,15,4.1356396155793105,Corn,42.80569178899651
25.08181067274618,78.29611273657905,Clay,22.26415133424029,2.7729921997844476,4.913566335650712,25,4.490894334404761,Lettuce,38.363643738074785
28.417750472765597,35.45773467139511,Loamy,28.80850445276289,8.296238463383913,5.1049719349905045,20,4.862769434274661,Corn,46.20172294677053
29.56604471345605,44.14845237207143,Clay,15.99503090310245,4.109562102707983,5.189732954469263,15,4.9945510622394576,Wheat,51.79013801576957
32.19613935078945,72.55213334131462,Clay,1.748302367807618,7.998518640243448,1.4707066306213579,25,4.513755261203216,Lettuce,70.0
33.10911723742207,75.05802492297468,Loamy,3.4261386581127704,3.7537034177590387,3.148438378807749,20,4.940599399503756,Wheat,67.19038541482738
26.25288187849401,43.86336080866105,Sandy,11.283028472027294,4.308477947121982,5.198947489443201,25,4.665077685738041,Corn,53.58680930071068
22.247491636758824,78.95022532447194,Clay,41.59319695565458,1.1273838469944597,4.252541423558533,20,4.075257448387589,Wheat,20.0
21.293302659558755,75.96974578674697,Sandy,4.639516089490943,6.650418870953717,5.455627011256375,20,4.22045566820715,Soybean,59.954624311975245
25.82664290337462,72.80030754165558,Clay,13.079355435845656,6.651393723019645,2.2413156571765445,25,4.030927421772771,Tomato,56.05007491356825
27.514485740295754,45.51206022528703,Clay,22.140960073744864,7.54704827429944,2.4043972646054255,30,4.23232802695066,Wheat,50.467622215149774
23.237827707822547,38.26084020999539,Clay,11.668471999109853,5.448788582618044,0.8515080828408048,15,3.4940843873504153,Corn,52.46693287394878
38.310598080997835,34.69896051938181,Loamy,2.7282705025538347,4.983060245000543,3.076315392301346,15,5.446322886560052,Lettuce,70.0
39.766403740776894,65.88076479925365,Sandy,4.360592904507708,0.22191220530566658,0.4346207547523382,30,5.063564525028157,Soybean,65.84963524688051
24.52932474401001,49.55466122603724,Clay,31.535356623657428,9.580263651345454,5.784648972392018,20,4.609862268879405,Lettuce,42.15449542304349
32.67397188072483,42.96318096413966,Loamy,11.283854655464566,8.979708397186725,4.005487938510351,30,5.068494775774553,Lettuce,69.34953401963371
39.6316889303421,42.32755661616052,Clay,24.913712205305647,1.578824894507952,0.771789410943402,30,5.11752677522289,Corn,47.87562651405236
39.06200328410265,65.35434017294273,Loamy,0.0,9.242681235304001,2.518867959067859,25,5.4099739202238375,Wheat,70.0
21.516454444156466,63.0666296400662,Sandy,0.0,9.20163019232531,1.8364773491313076,25,3.518940914241908,Soybean,69.91971482880709
28.047362332328095,47.48223687902742,Clay,34.84325610403528,8.626805816760433,2.0227917161255253,30,4.209294576457915,Corn,40.457717861813684
38.569682365525786,51.52778044162818,Loamy,22.77948134765004,9.010548421894898,0.9167598746365297,15,5.040320211479885,Wheat,63.81129786166554
20.366855290925862,73.52625396296438,Clay,24.91935353662692,5.818925900098372,4.539435734733925,15,3.944572676039371,Tomato,37.08535355449568
26.997099987839658,68.47875931695908,Clay,32.98293035790889,2.145448893904147,5.238576096853958,30,4.747425218154757,Tomato,28.30506741773906
24.63652099451375,72.67630458975077,Clay,27.22259024760355,4.93913594057092,3.5256119099505634,20,4.1687744814414875,Lettuce,37.29220262805204
31.542557085507067,78.76225324111117,Clay,19.2452310231131,1.9447730696703924,5.9521920641570345,25,5.344694121382114,Tomato,46.18687220173475
34.04654064612007,67.75511770015513,Clay,40.52989686809448,3.9565837497655942,5.778093241627281,20,5.560272712937463,Corn,31.429811277556777
39.16051787303526,31.9815642088813,Sandy,0.0,0.8269242702225454,2.4969267271668567,30,5.415437132736897,Tomato,70.0
30.641674957326337,33.048879279522446,Sandy,13.01482001532963,0.45523395611705153,2.2935932636576775,15,4.52288614846417,Soybean,48.537322854230815
27.275520970415435,45.018176958736134,Loamy,24.80394456033781,4.965351708366765,5.3382489899140655,30,4.7952018950243565,Lettuce,42.40227982681115
22.74119795293181,55.850577228394215,Loamy,24.753646409505308,5.686898532052849,4.648213250099862,25,4.203762445313153,Lettuce,39.3613486075322
32.804198271085596,36.57965599604839,Clay,29.43274347304678,0.365411066124941,3.9948271252384964,25,5.079385252156259,Soybean,34.102276930288696
39.10385562700114,52.84817790087462,Clay,11.557954430715387,3.589965465599109,4.7997401345450665,15,5.870333589609127,Soybean,64.72583212748397
38.71241797968557,61.823015001028324,Sandy,1.2209769053899233,8.254566781617923,0.19839006047724927,15,4.910919810064007,Soybean,70.0
21.64378397747757,76.15683624476395,Clay,23.096696057852476,0.5394879950985232,1.665571282694283,30,3.4974926542866136,Wheat,29.626063909822143
20.399700755855424,52.2689806689032,Sandy,9.193912513384692,3.791843937935766,0.4452710552694692,15,3.1290242866394364,Wheat,48.789476118342264
32.81717569605814,74.84823112938136,Clay,19.10515496428625,5.82230313825209,1.6269378357735762,25,4.60710513676053,Corn,55.35662700827607
29.47936764377688,48.67469598346277,Clay,17.456927038439908,5.100675550332935,2.459906121092147,15,4.439917988596117,Corn,52.223791706002835
23.54624217642045,50.38585587977361,Clay,23.279949172017016,0.8977692781069713,5.666193936704039,30,4.487863004982853,Wheat,32.06183156061738
33.02334667622806,37.52032860892717,Loamy,0.14311752644908315,3.704811855559289,4.500028409144529,30,5.2023403494517115,Wheat,70.0
21.13183840369843,53.09765288851125,Sandy,14.42176866017385,1.1806573328190917,4.653931493745068,30,4.043970139118857,Lettuce,39.07138440916277
39.48301267732595,31.854837913443152,Sandy,0.0,1.9119166794001718,2.5648066843613035,20,5.461262604604856,Soybean,70.0
30.670145134611374,71.2169569128337,Clay,1.6235700559822108,5.152079762974342,0.9464803099457746,25,4.256310575450292,Corn,69.35073460457784
26.850510702550167,64.35286053109209,Loamy,5.509712382567393,7.3154704833411355,0.3064998783013997,25,3.7463510459152967,Corn,65.97173928666504
39.09070826654778,41.19021771126745,Loamy,12.939175102085287,8.785778980623817,0.4089099402533767,20,4.990852814705454,Lettuce,70.0
36.640610879142294,37.74314623612993,Sandy,0.0,8.854323952251642,4.256083106198394,30,5.515277709153908,Wheat,70.0
20.235182795894772,31.164114457634756,Clay,21.15137860648388,0.22544019075316446,2.580278830821205,20,3.539574045753718,Corn,29.53468457091722
33.65225370363851,38.46127627379643,Loamy,0.0,3.809228083172572,0.7578194757000365,25,4.516789265503857,Tomato,70.0
33.24360482809903,77.81123339139782,Clay,33.83253610022629,6.264744074266879,0.42119662401167934,30,4.408599807612239,Corn,41.9405568764065
38.574267623535235,54.47301042206516,Loamy,21.681851241278668,2.764886638194013,0.8647593626510655,30,5.0303786348837365,Soybean,52.4221896586446
37.63819782665739,61.80309770677504,Sandy,0.0,6.740120135799995,5.33030598716433,25,5.829880980098605,Corn,70.0
20.3430272788853,42.82406724450227,Sandy,4.458490613305087,0.5793071085175405,0.1873011052526261,15,3.0717629489390554,Wheat,47.04315088261529
24.653309856130633,54.981083177967946,Sandy,4.480663709110885,4.36376215769164,5.796963932298697,25,4.6247237720728025,Corn,58.900170462403025
32.37542954543016,37.531459605239604,Clay,33.44520308155983,8.29358634567542,5.00617378109953,25,5.238777710762922,Lettuce,45.51739915522117
34.251383947273766,39.55035164500933,Loamy,1.9615778670737014,2.8020999714572756,2.6554366399091336,20,4.9562257227092035,Corn,67.89400602311461
23.28388095236325,44.47687942605506,Clay,37.42907436733487,1.8200177490222647,1.0195458839050964,15,3.5322972720173444,Tomato,20.0
36.39785424007937,31.01899156515419,Sandy,2.355353465375852,2.5523413792455663,5.055333394860866,30,5.65085210298011,Soybean,69.14718353319465
21.16225972004846,49.59086903083074,Clay,31.796002203868966,4.735780049064494,4.106473712899978,20,3.9375207145848417,Lettuce,28.837817614308484
39.01245925492225,75.9281585650536,Clay,24.99609042974138,8.086166569347496,4.839448131108121,25,5.869135551713849,Wheat,60.18870196387586
28.27332292081696,44.04717742784703,Sandy,8.348016115420648,2.770791846658379,5.49009502867885,25,4.925351297817466,Tomato,55.46689049871307
27.073371761294197,67.28137500573376,Loamy,11.405813918502746,4.04922986832271,3.6541417105178873,25,4.4381655182329975,Soybean,53.76601757943688
33.05842365761194,67.17751422355448,Clay,16.931194253448027,2.272931482753553,3.5823445072924347,25,5.022311267219681,Wheat,50.67309236967102
34.259342683539856,39.334039429096464,Sandy,0.0,1.7910799085506546,5.499813598286475,15,5.525896988011281,Lettuce,67.84150250064117
23.62856292539433,75.30122052939674,Loamy,15.017360541751643,3.1937296969660767,2.019215229813336,15,3.7666993385021,Lettuce,44.998661777574846
23.08732286314912,63.40508034706165,Sandy,11.053064031614067,9.246015765875676,5.689236874881126,20,4.446579661291137,Corn,60.52629036328641
35.63576309463542,67.21156450605437,Sandy,0.0,4.761895967792079,0.1086678782670718,15,4.585309885116956,Soybean,70.0
22.335255272956964,65.04757935453327,Clay,17.055524710488125,4.5837728008485605,2.593022337163396,20,3.7521299947283753,Wheat,44.44727616416596
34.39888156312579,50.764282022361755,Clay,15.174938106977706,8.830674769708981,1.538682939472988,20,4.747624744207176,Tomato,66.88529299556605
21.636840141043056,71.21499862855886,Sandy,14.523232216286024,9.27879549153042,4.381639408537666,30,4.040011895811839,Corn,55.671198907817875
31.956134133521306,33.030397266616106,Clay,44.985889671172266,4.600849495958865,2.4470151169432937,25,4.685016436740789,Corn,26.17194345426677
20.973046563586223,46.270164624004636,Clay,28.49877919451503,0.6161791561919949,2.474075106269577,15,3.592119677612538,Tomato,23.706625681455183
39.534896574541776,40.12016264997308,Sandy,10.066163324058406,5.265886899609427,3.733244797116153,25,5.700138616877409,Corn,70.0
22.752239021974717,34.34823177764375,Loamy,5.983419810278086,9.043028681746016,0.47370142123559633,20,3.3699641864445913,Corn,64.85487657518865
39.05791411911866,31.949375855138015,Sandy,0.0,2.8993051186306182,3.036564420369964,15,5.513104295985858,Soybean,70.0
25.60501322896909,35.05586823164763,Clay,28.399622490645612,9.660987385975137,4.635185004544281,30,4.487538323805765,Corn,46.527365510273754
32.79494425297072,49.432992747432735,Loamy,8.342697581193399,5.153957709934732,2.99285002267757,30,4.878064429832586,Wheat,64.76016209164679
26.52041841958856,30.115370966994423,Loamy,9.799865301389776,8.313574375672097,5.858588623700135,15,4.823759566698883,Wheat,63.34770186954297
29.433498506275175,79.53942564405595,Clay,23.372813350925043,8.938989597609732,1.8389005461567178,15,4.311129959858861,Corn,53.938664350569596
31.541804875863512,63.769916740159594,Loamy,19.848064020695567,5.001155565972928,3.368829673240974,20,4.827946422234546,Corn,51.696051987113805
24.353365562464955,60.224086374476556,Sandy,5.967680492393001,4.779210458673921,2.434119098712239,15,3.9221603759889434,Soybean,57.9441059874198
24.480993457660738,58.900563513304306,Sandy,3.623422215439353,0.05951342542838578,4.290853302576977,30,4.306270006281469,Wheat,50.97659809307815
37.4652174201498,75.18713316560488,Sandy,3.5944252781219195,8.73123118038341,4.487305156956086,30,5.643982773406197,Wheat,70.0
20.710756535937023,69.0833378005014,Clay,35.19556460476727,6.6980522376374,5.829963684374006,20,4.237068390468504,Corn,28.911296406444553
27.204927667560284,44.19874366721997,Clay,27.072669655644894,2.339957388417103,2.6323170703205983,20,4.246956180820148,Corn,34.81217278874959
22.647226954314817,60.88807121807459,Sandy,10.42162203420553,9.537521882291182,2.4679241881222023,30,3.7583075330559224,Soybean,61.30064868469165
29.432951568223547,50.50656498923161,Loamy,5.5803117950141585,4.892953234340723,2.6991701487191193,20,4.483129186566178,Lettuce,63.638546241890836
29.470715017168235,58.57908374077397,Clay,28.48016560420571,8.65244399718748,2.307662912242019,25,4.408604084165227,Soybean,48.29543740733749
32.62174784360912,76.27251641372467,Loamy,5.674896840307579,1.4993348515226268,5.345894072417486,25,5.33135359884441,Tomato,59.9455207063468
24.256588070690746,71.10092033852413,Sandy,0.0,3.1480512018909144,1.0713123053807683,20,3.639921268145228,Tomato,60.55269047447258
33.32534462963302,66.89787990694256,Clay,33.79018782696223,7.394572898420847,1.2198368151394745,25,4.576501825991198,Corn,44.324302599512485
38.26762369253254,49.438164084745594,Sandy,0.0,1.2648212411534288,2.3478353660178826,30,5.29632944245683,Lettuce,70.0
30.545377581515105,69.66117176792363,Loamy,12.879359518666924,0.6377820952206326,4.977739218438428,30,5.050085601839196,Corn,48.94158225328945
22.694209183362446,58.23802812040114,Loamy,32.44796686670537,5.500014429054584,2.588617805167579,25,3.7871444793697604,Lettuce,31.246271174766242
26.963389969016667,75.39758027728462,Clay,12.188655678322826,7.064045495096063,2.951940464116185,15,4.286727089724904,Tomato,58.90282528088597
20.091550515640403,69.73932687265096,Loamy,23.18177148099153,4.6294737163670705,3.929552334566549,20,3.79506551847735,Wheat,36.16872646738302
27.131133470175328,52.31397238856647,Clay,17.182239513367282,1.9851519456757039,1.813243027425502,30,4.075761952502633,Tomato,43.919197848159456
24.49957831612523,31.166773016439976,Clay,45.96374120280823,2.0076189847952186,2.2073686122680365,30,3.8914315540661306,Wheat,20.0
36.92534852082861,38.73275253839188,Sandy,0.0,6.975535721572631,1.4273680722005444,20,4.97800846652297,Soybean,70.0
22.097069304903904,30.57147356575202,Loamy,25.687887645549132,9.576778837881054,2.9623555007873463,15,3.8021780306478594,Tomato,45.56273933511688
29.220686047111215,32.27766555892938,Sandy,11.921835417803589,1.5268824790079183,4.694444787063787,15,4.860957562123879,Wheat,50.352615587323456
24.283084066200917,72.68832332327682,Clay,28.32234116153564,6.9966949152911315,2.6353330085356452,15,3.9553750083272208,Corn,39.95413273524754
25.36466866085031,42.478791506389896,Loamy,12.707811384422893,2.807290416176139,2.5644177178181393,20,4.0493504096486586,Wheat,48.27143810877969
37.80221675855448,68.33327744121794,Loamy,10.733681937237101,3.7134665117765717,3.7802391786640044,30,5.536269511588249,Wheat,64.49546784487052
30.598488477636323,77.53509756384886,Clay,14.400769982653088,7.836597015618413,3.9991437352914136,30,4.859677594821915,Corn,61.87091252622006
26.0639562318599,35.45531084336015,Sandy,14.020743821340805,4.689943078088804,4.089909277241344,20,4.424377478634259,Wheat,51.42309856669671
25.45282906389933,34.11570461241647,Sandy,12.90037562333587,7.928738110499172,4.630054082340654,25,4.471293722858064,Lettuce,58.409929661561804
39.362659600372616,60.037488411849615,Clay,2.949504605145723,8.870605702568445,0.16578981482290667,30,4.969423923001843,Soybean,70.0
26.498240053123922,79.11090845498833,Clay,28.49425251475418,0.517976266391168,0.20589480604716082,30,3.691002966521824,Tomato,29.039940071152078
25.725358940754163,54.579461090237736,Clay,14.625565431241512,5.651879365945743,3.808200835281627,30,4.334176061131742,Corn,52.403552241404135
21.670767944005075,76.19394637824492,Loamy,9.064856384897091,8.403025305026823,3.0638614489338742,25,3.7798490841872825,Lettuce,59.411962169161626
26.723104169662555,55.594709877683776,Sandy,0.0,6.684912612600414,4.6920271006674374,30,4.610715837099743,Tomato,70.0
28.034968115236573,53.696577231658466,Loamy,26.656862682946706,7.812705058844667,4.884980374450146,15,4.780492886413686,Soybean,47.0035155499792
29.926300708961875,34.65036406866693,Loamy,23.697435394391718,3.3102943265370257,4.044132555468014,25,4.8014565819897905,Corn,42.84945396764421
28.280000598625584,32.41591490962664,Loamy,13.20303295657734,2.587123965108913,1.342101883364188,15,4.096420436535396,Corn,50.25121557226607
31.581555062001705,60.21423095623027,Clay,28.93736424298013,7.709065097484901,4.628416521532552,30,5.0838388105066805,Lettuce,48.06232101399138
21.835720102666553,56.81602642677014,Sandy,20.08641542216001,7.003904508383311,3.668073072567176,15,3.917186624780091,Lettuce,45.75711369727317
38.495260913206394,70.76644892733756,Loamy,22.99140511004028,3.375403775902388,4.318906321717562,25,5.713307355664152,Soybean,52.254663354970894
39.789307548409404,55.006317922881266,Clay,8.422212845318848,3.2993127711880077,0.42069007545346704,30,5.0630687699316335,Lettuce,67.96572024546657
36.16893255063966,44.03678765224473,Clay,18.83777166512089,4.476594397727832,2.916213820237153,30,5.200136019111397,Lettuce,56.28434968097444
25.392554269388775,50.7241169188834,Loamy,18.34184075113171,2.946553742499195,2.4232158803128074,15,4.023898603001439,Corn,42.94382100325546
22.037244036667683,63.89062609062975,Clay,44.036900169741976,3.8330399937327497,0.05374259814212978,20,3.2144729232951943,Lettuce,20.0
28.67452844542487,36.02160359595843,Clay,40.610131506522066,7.764512124668018,2.0508344380369525,20,4.277619732149877,Tomato,33.593421188238835
23.657850271164495,60.46976857656506,Clay,32.604182422981694,4.591387789960839,2.4988057968346205,15,3.8655461864833733,Wheat,30.23644342810448
37.66444636180515,49.659784156311055,Sandy,0.0,5.994289995293772,0.8557280296235432,20,4.937590242105223,Soybean,70.0
28.776941768476284,50.262543020009225,Clay,7.033552888387116,3.363067845146234,2.1933649669678803,25,4.316367170241205,Soybean,58.46952457038164
22.455536343888433,48.89005031487967,Loamy,27.11966199824893,6.5876286670624475,2.479438584450175,20,3.7414413512788784,Wheat,38.5111316797644
36.9716252609212,45.692318239491264,Sandy,14.425393697546877,7.105731011929284,4.431322916607801,20,5.58342710941368,Corn,66.7576935872329
27.00901267767742,50.89037892074917,Clay,35.91518877983885,6.382385797908654,4.633636918042644,20,4.627628651376271,Lettuce,33.858595493655876
29.412786137808634,74.27144344860682,Loamy,0.8082940907892802,1.5282866210006252,5.527300935071596,25,5.0467388007951826,Lettuce,61.6610652890206
27.253758587530108,49.639584836686026,Loamy,28.317375454785296,3.815539987028255,5.64022007197501,20,4.853419873148013,Lettuce,36.56746310680132
21.13911125031838,52.06459915537375,Loamy,5.194402705606298,1.3409728214177519,3.523780844785309,20,3.8186672939889,Corn,48.62665418754759
34.3263541271393,42.967930289349745,Clay,22.51690547925723,8.983861416029592,5.172641690141036,30,5.467163750742137,Tomato,59.777171479941245
34.53787106411603,61.79922019599978,Clay,25.20638434983485,7.1978795319903455,4.2828423199039305,30,5.31035557039239,Tomato,53.727245778261874
22.66986783789875,77.42128165653367,Sandy,0.0,0.3841902080930337,2.455854394594864,25,3.7581576627088475,Soybean,53.43824825408482
35.387131368094074,71.2655600436347,Clay,18.185846482042056,1.6150471370441233,2.9580336289037445,15,5.130319862590157,Lettuce,50.43137916014027
29.489999979607777,52.14734619599466,Loamy,14.824891429688517,9.135289166955934,2.201694265367104,25,4.389338851034198,Tomato,62.935686883831124
30.6174083492509,51.60154608855056,Clay,21.783691024694313,2.312331555345335,0.065296490276056,25,4.074800132980301,Lettuce,43.45838043524726
39.73071051424162,74.98068891932738,Clay,18.570494257864063,2.903701928039839,3.940815103725536,30,5.761234072169269,Soybean,56.96762011245724
27.767722525138893,56.79422192658205,Clay,11.721860303726022,7.446884362035079,4.932604195982848,30,4.763293091710459,Soybean,60.93963094548303
32.06818746627533,37.95163565358477,Sandy,6.592702084648808,5.278161120760398,0.8612624944275513,20,4.379071245513043,Corn,66.03180762314733
34.668067960970134,35.86362265938471,Clay,12.030447603747929,4.046248804184872,4.587991521913342,15,5.384405100479682,Wheat,60.730117965591944
36.242782065835044,49.28946467286039,Loamy,4.739186090914526,0.9073639496302299,2.178776295336876,20,5.060033465650879,Wheat,63.318323874180976
28.21472982055248,71.84220538392896,Loamy,22.26937935560151,0.7758838916390687,3.7397705221860518,20,4.569427086492459,Tomato,37.49711824822911
36.21332727312782,53.47593672910108,Loamy,0.0,4.126564183639702,1.1879543767444396,15,4.858923602661669,Lettuce,70.0
33.589913978791614,49.39939454781989,Sandy,5.325994453561929,1.941199181464125,2.146991128311136,20,4.788389623541389,Tomato,62.14631788815793
29.66316367285036,34.06217058615647,Clay,19.091726804840988,2.5309262771835916,0.8756177552386342,30,4.141439918332763,Tomato,45.633289422376556
20.134754887188823,39.828588640197594,Loamy,18.790809385834464,4.341352449113805,4.57912094410737,15,3.9292996775403566,Soybean,40.02665039958197
29.720293148890125,45.334356129072134,Loamy,16.3894966558584,9.507002045118112,5.614982947095851,20,5.095025904308183,Wheat,62.344800583267954
27.920360020189804,74.9920613469544,Sandy,0.0,0.4998678056786876,4.720512867510802,15,4.7361385755211405,Soybean,58.92009563154718
37.53132349691766,74.60920495089002,Clay,12.880130048304778,2.5527966726862585,5.721665268897367,25,5.89746540347124,Soybean,59.7567867939854
23.248171060035595,74.54577458218176,Clay,28.663130202243913,4.683789319465289,3.9677827434605284,25,4.118373654695665,Soybean,33.952619496722264
23.54865915244833,78.89217053952146,Clay,19.0671848042332,6.378133530045703,1.1255111872589145,25,3.579968152696616,Corn,47.23774140830653
35.61962525998538,33.53778799683593,Sandy,0.0,6.019795563840509,5.549299862476095,25,5.671822498493757,Tomato,70.0
32.23711655036322,42.197455567903006,Sandy,0.27909448900170375,0.034438230607464204,4.778358718613209,30,5.179383398758963,Wheat,62.026898522576445
33.19315559910335,35.09951117437144,Sandy,13.196552356244258,2.3996623674821658,4.427056293335076,20,5.20472681857735,Wheat,54.795927977823425
39.935433657071414,54.093934238047886,Sandy,2.5416347494590115,3.732546088783264,3.5225202843415007,20,5.698047422575442,Wheat,70.0
